Mean_Intensity,Edge_Density,Motion_Mag,Entropy,Temp_C,Vib_RMS,Motion_Flag,Class_Label,Importance_Score,Decision_Label
0.107,0.388,0.576,1.884,35.95,0.504,0,1,0.438,3
0.643,0.401,0.706,3.621,33.7,0.052,0,0,0.984,0
0.155,0.109,0.417,3.51,29.52,0.495,0,1,0.559,2
0.292,0.518,0.224,2.16,32.14,0.395,0,2,0.754,0
0.67,0.513,0.724,1.776,29.37,0.389,1,4,0.093,0
0.67,0.162,0.608,4.393,35.7,0.257,1,4,0.463,5
0.444,0.195,0.501,5.197,35.0,0.006,0,0,0.064,1
0.479,0.61,0.624,1.048,31.68,0.338,0,2,0.122,5
0.369,0.538,0.208,1.426,33.81,0.321,1,2,0.506,1
0.276,0.457,0.794,3.818,35.1,0.338,0,3,0.352,3
0.297,0.063,0.948,4.581,28.44,0.49,1,4,0.46,0
0.504,0.278,0.891,4.519,31.79,0.24,1,3,0.496,1
0.551,0.368,0.321,4.183,30.82,0.216,0,2,0.16,0
0.575,0.13,0.406,4.971,33.72,0.398,0,0,0.366,4
0.574,0.297,0.808,1.822,29.79,0.474,0,4,0.861,1
0.155,0.395,0.595,1.304,33.09,0.454,0,3,0.857,1
0.397,0.22,0.548,3.692,30.03,0.705,1,0,0.491,1
0.135,0.51,0.927,4.665,27.11,0.615,0,2,0.749,0
0.43,0.548,0.536,3.536,27.07,0.042,0,1,0.754,4
0.365,0.217,0.515,5.326,27.19,0.451,1,1,0.044,6
0.633,0.547,0.042,4.539,26.33,0.334,1,4,0.611,0
0.311,0.076,0.069,4.094,31.33,0.289,1,0,0.805,1
0.17,0.546,0.007,1.083,32.72,0.766,1,3,0.594,4
0.186,0.108,0.913,1.306,27.27,0.365,1,0,0.542,5
0.557,0.063,0.408,4.489,32.12,0.576,1,4,0.531,1
0.471,0.421,0.469,1.732,31.98,0.774,0,2,0.508,5
0.161,0.312,0.845,0.936,27.47,0.121,1,0,0.778,3
0.15,0.591,0.609,5.081,30.04,0.044,0,4,0.642,6
0.521,0.242,0.61,4.987,33.55,0.251,0,4,0.216,4
0.144,0.194,0.297,1.827,26.17,0.036,1,3,0.433,3
0.593,0.33,0.834,4.467,27.47,0.093,1,2,0.529,2
0.524,0.302,0.166,1.026,35.96,0.793,1,0,0.419,1
0.149,0.23,0.053,2.14,33.34,0.768,1,4,0.238,6
0.151,0.454,0.192,3.731,30.64,0.553,0,2,0.125,6
0.692,0.496,0.268,4.387,32.3,0.602,1,3,0.117,2
0.325,0.556,0.282,0.849,34.46,0.112,1,4,0.296,0
0.322,0.633,0.671,2.333,34.42,0.476,0,3,0.403,3
0.588,0.181,0.218,1.807,29.25,0.124,1,2,0.683,5
0.668,0.468,0.677,5.494,30.91,0.303,1,3,0.985,2
0.692,0.262,0.091,3.954,32.38,0.276,0,0,0.897,2
0.552,0.443,0.147,2.707,26.72,0.491,0,3,0.814,1
0.326,0.315,0.509,1.156,35.46,0.064,1,1,0.814,4
0.15,0.646,0.922,3.614,30.33,0.083,0,1,0.596,1
0.566,0.476,0.86,3.816,29.71,0.488,1,1,0.253,1
0.435,0.62,0.969,4.637,35.07,0.509,1,1,0.472,0
0.355,0.544,0.65,2.156,27.18,0.272,0,0,0.143,3
0.644,0.588,0.676,5.413,26.39,0.117,0,4,0.566,5
0.167,0.531,0.625,2.865,32.85,0.709,0,1,0.023,6
0.396,0.304,0.623,2.191,29.85,0.042,0,1,0.189,0
0.107,0.171,0.147,2.438,33.64,0.574,1,4,0.712,5
0.381,0.247,0.544,3.242,26.69,0.112,1,1,0.277,4
0.134,0.023,0.386,5.202,29.84,0.51,1,4,0.42,2
0.171,0.345,0.443,4.255,28.35,0.531,0,1,0.832,6
0.171,0.333,0.524,3.512,33.4,0.643,1,4,0.045,3
0.49,0.346,0.128,1.565,28.27,0.316,0,4,0.023,0
0.548,0.633,0.359,1.502,30.58,0.017,0,2,0.229,0
0.45,0.593,0.063,3.16,34.19,0.649,0,3,0.684,4
0.677,0.113,0.98,4.225,35.15,0.355,0,4,0.236,6
0.325,0.246,0.119,4.33,33.23,0.678,1,1,0.864,2
0.271,0.281,0.259,1.862,30.29,0.621,1,0,0.352,6
0.621,0.241,0.891,1.27,31.72,0.399,0,4,0.284,2
0.234,0.521,0.483,2.607,32.9,0.8,1,1,0.233,3
0.678,0.345,0.136,5.115,34.75,0.37,0,4,0.574,3
0.107,0.376,0.384,3.363,34.89,0.557,1,2,0.856,1
0.682,0.556,0.116,2.304,35.31,0.536,1,0,0.406,6
0.126,0.526,0.2,2.321,34.11,0.414,1,0,0.253,4
0.635,0.095,0.052,1.421,27.47,0.468,0,1,0.421,3
0.417,0.467,0.438,3.024,33.48,0.639,0,3,0.905,4
0.696,0.289,0.807,4.519,34.15,0.457,1,2,0.335,5
0.144,0.199,0.586,5.352,34.78,0.36,1,3,0.656,5
0.432,0.042,0.606,3.157,35.25,0.53,1,0,0.33,3
0.682,0.322,0.201,1.586,31.09,0.028,0,0,0.675,5
0.414,0.237,0.344,4.01,32.55,0.087,1,3,0.881,4
0.478,0.171,0.845,4.357,26.1,0.1,1,4,0.599,5
0.517,0.455,0.088,1.137,31.73,0.341,0,3,0.947,1
0.373,0.502,0.858,4.796,30.73,0.697,1,3,0.602,0
0.477,0.167,0.484,4.698,35.62,0.515,1,4,0.975,0
0.451,0.042,0.837,3.021,35.02,0.778,1,4,0.724,2
0.641,0.553,0.318,3.434,33.98,0.032,1,4,0.653,1
0.127,0.016,0.339,4.153,26.57,0.578,0,2,0.83,0
0.269,0.61,0.752,3.981,30.02,0.251,1,0,0.011,1
0.67,0.412,0.785,0.878,32.96,0.019,1,0,0.257,3
0.634,0.216,0.23,1.375,26.3,0.661,0,4,0.216,2
0.373,0.168,0.973,1.564,28.36,0.13,0,4,0.111,5
0.472,0.016,0.084,4.352,34.88,0.171,1,2,0.938,5
0.266,0.161,0.069,2.868,27.3,0.272,0,2,0.131,6
0.213,0.098,0.596,3.364,26.51,0.631,0,1,0.263,1
0.378,0.402,0.723,4.432,31.81,0.5,0,3,0.335,6
0.312,0.117,0.961,2.403,35.46,0.212,1,0,0.625,3
0.45,0.348,0.405,4.32,34.35,0.135,0,0,0.767,6
0.147,0.388,0.025,2.879,35.75,0.088,0,2,0.605,3
0.685,0.201,0.603,2.573,33.54,0.12,0,3,0.749,2
0.692,0.032,0.29,2.365,30.37,0.695,1,2,0.402,5
0.519,0.034,0.433,5.335,35.47,0.738,0,1,0.996,5
0.422,0.027,0.488,4.428,30.27,0.774,1,1,0.17,4
0.286,0.483,0.065,0.895,29.5,0.668,1,1,0.4,5
0.588,0.214,0.486,5.3,30.48,0.71,0,2,0.832,5
0.511,0.52,0.426,4.445,34.14,0.653,1,3,0.247,2
0.198,0.286,0.713,1.501,35.18,0.766,1,4,0.751,6
0.647,0.3,0.646,1.159,29.58,0.677,1,0,0.364,5
0.594,0.338,0.185,2.249,30.62,0.37,1,4,0.178,5
0.67,0.466,0.206,3.734,34.98,0.259,0,3,0.403,3
0.535,0.185,0.251,3.698,26.47,0.467,1,2,0.785,1
0.468,0.088,0.179,2.096,33.84,0.487,1,2,0.112,0
0.351,0.366,0.657,2.895,30.54,0.46,0,2,0.516,0
0.66,0.219,0.994,1.796,29.77,0.565,1,1,0.741,6
0.62,0.293,0.652,1.038,30.47,0.559,0,1,0.752,3
0.127,0.424,0.607,3.23,30.19,0.07,0,1,0.39,1
0.116,0.326,0.41,2.431,33.57,0.228,0,4,0.466,2
0.326,0.407,0.313,3.352,35.28,0.712,0,0,0.857,0
0.586,0.358,0.911,5.249,30.91,0.472,0,2,0.208,3
0.692,0.483,0.969,1.474,34.33,0.263,1,2,0.993,4
0.19,0.462,0.497,0.809,33.32,0.68,1,4,0.419,0
0.456,0.352,0.29,1.161,29.31,0.199,0,0,0.275,6
0.329,0.444,0.77,2.975,31.87,0.327,1,0,0.003,0
0.682,0.569,0.132,4.123,32.67,0.221,0,4,0.125,5
0.605,0.287,0.766,3.53,26.23,0.697,1,2,0.757,6
0.603,0.274,0.819,3.126,29.96,0.583,1,3,0.649,3
0.381,0.499,0.125,2.464,35.93,0.368,0,3,0.247,4
0.349,0.383,0.977,2.257,32.37,0.746,0,0,0.927,6
0.264,0.055,0.986,2.569,29.34,0.742,1,0,0.836,6
0.134,0.581,0.937,3.675,28.5,0.569,0,2,0.269,6
0.619,0.03,0.496,1.588,28.09,0.714,1,0,0.33,3
0.588,0.489,0.246,4.425,30.02,0.576,1,4,0.185,0
0.7,0.496,0.582,3.504,27.93,0.503,1,3,0.643,3
0.698,0.62,0.42,2.065,27.35,0.337,1,3,0.701,0
0.433,0.045,0.206,3.155,29.64,0.219,1,0,0.396,1
0.561,0.392,0.424,5.325,32.07,0.048,1,4,0.737,5
0.667,0.284,0.664,0.896,27.46,0.641,0,0,0.992,5
0.61,0.222,0.071,1.738,26.44,0.098,1,0,0.612,5
0.248,0.068,0.333,2.907,26.35,0.328,0,4,0.649,3
0.37,0.37,0.018,3.801,28.67,0.188,1,4,0.374,5
0.177,0.317,0.749,1.797,27.9,0.364,1,1,0.011,2
0.672,0.077,0.641,5.178,31.39,0.252,1,3,0.954,3
0.464,0.402,0.063,3.82,30.56,0.664,1,0,0.772,1
0.237,0.482,0.965,4.924,29.25,0.783,0,2,0.696,0
0.503,0.501,0.023,2.348,34.34,0.753,0,0,0.03,6
0.471,0.589,0.59,4.696,31.05,0.498,0,0,0.759,1
0.315,0.272,0.776,2.578,26.92,0.783,1,2,0.67,1
0.168,0.62,0.788,1.988,28.96,0.321,1,3,0.569,6
0.503,0.564,0.034,5.085,35.73,0.418,1,1,0.624,3
0.412,0.2,0.906,1.233,35.77,0.205,0,4,0.918,2
0.563,0.112,0.918,5.232,28.55,0.718,0,1,0.007,2
0.412,0.289,0.561,2.955,27.67,0.144,1,0,0.157,3
0.611,0.267,0.482,5.465,30.96,0.488,1,0,0.895,2
0.431,0.378,0.045,3.336,30.81,0.64,0,2,0.008,5
0.437,0.383,0.562,4.36,30.1,0.476,0,2,0.904,6
0.626,0.49,0.409,0.833,31.29,0.063,1,0,0.03,2
0.342,0.336,0.773,3.134,28.32,0.489,0,1,0.779,5
0.18,0.077,0.404,4.266,27.15,0.614,0,1,0.891,2
0.117,0.559,0.684,4.479,31.7,0.15,0,3,0.613,4
0.553,0.208,0.101,1.543,35.33,0.59,1,0,0.641,5
0.472,0.632,0.133,2.769,27.38,0.703,1,4,0.051,1
0.522,0.085,0.14,2.77,33.05,0.789,0,4,0.211,6
0.228,0.623,0.046,1.287,30.38,0.328,1,1,0.899,5
0.182,0.068,0.541,2.882,28.94,0.02,1,2,0.824,5
0.109,0.158,0.794,4.593,34.53,0.335,1,2,0.06,5
0.31,0.04,0.61,2.211,30.56,0.528,0,1,0.813,0
0.454,0.461,0.575,2.833,31.83,0.713,1,3,0.423,5
0.335,0.554,0.681,5.317,30.43,0.75,0,0,0.561,4
0.362,0.288,0.34,0.949,26.81,0.728,1,4,0.108,0
0.642,0.604,0.362,3.58,31.95,0.526,1,1,0.399,3
0.309,0.388,0.314,4.294,30.19,0.546,1,2,0.435,5
0.408,0.413,0.712,4.376,26.87,0.002,0,0,0.669,5
0.57,0.551,0.162,4.165,31.96,0.291,0,4,0.658,6
0.338,0.2,0.013,4.214,26.1,0.725,1,3,0.549,4
0.473,0.237,0.596,1.077,28.09,0.552,1,1,0.031,1
0.617,0.59,0.942,3.31,33.81,0.374,1,0,0.162,5
0.67,0.587,0.609,4.48,26.38,0.083,0,4,0.16,0
0.188,0.635,0.783,1.242,32.47,0.197,0,3,0.888,4
0.656,0.587,0.673,0.857,35.5,0.444,1,2,0.902,3
0.395,0.092,0.497,4.628,27.71,0.718,0,0,0.806,5
0.255,0.537,0.718,4.148,30.17,0.077,1,1,0.175,0
0.375,0.272,0.824,2.737,31.75,0.123,0,4,0.84,1
0.688,0.644,0.225,5.22,30.5,0.524,1,2,0.188,1
0.396,0.312,0.336,4.403,32.2,0.235,1,2,0.555,0
0.297,0.364,0.224,5.349,30.04,0.136,1,4,0.734,5
0.48,0.349,0.452,5.168,27.49,0.143,1,4,0.052,1
0.244,0.216,0.885,3.062,26.89,0.394,1,4,0.598,0
0.146,0.058,0.345,4.347,33.44,0.467,0,0,0.251,6
0.177,0.583,0.374,3.945,28.39,0.723,0,1,0.498,3
0.177,0.524,0.86,4.614,34.47,0.424,0,2,0.384,5
0.191,0.099,0.515,4.502,33.43,0.553,1,3,0.687,5
0.183,0.507,0.535,1.52,26.49,0.145,0,4,0.489,0
0.485,0.411,0.861,1.899,28.01,0.571,0,1,0.302,0
0.209,0.272,0.491,2.049,28.92,0.519,1,3,0.91,0
0.307,0.173,0.682,4.647,31.94,0.173,1,0,0.959,0
0.638,0.56,0.086,4.61,34.1,0.536,1,2,0.802,4
0.384,0.458,0.179,3.128,26.6,0.169,1,1,0.581,6
0.501,0.361,0.404,3.53,28.5,0.475,0,1,0.884,6
0.203,0.4,0.495,4.687,29.76,0.535,1,2,0.602,1
0.215,0.068,0.966,2.269,27.83,0.555,1,2,0.149,1
0.125,0.313,0.971,1.036,31.45,0.727,1,4,0.017,2
0.201,0.134,0.851,3.068,30.78,0.758,1,2,0.726,6
0.267,0.143,0.316,5.094,29.16,0.648,0,1,0.752,4
0.206,0.433,0.964,4.515,31.17,0.703,1,4,0.926,1
0.153,0.593,0.689,2.523,29.56,0.015,0,2,0.824,4
0.172,0.268,0.393,1.104,29.43,0.29,1,3,0.64,0
0.376,0.143,0.702,3.794,28.65,0.032,0,3,0.19,0
0.224,0.425,0.017,4.722,31.4,0.18,1,2,0.594,1
0.319,0.568,0.146,3.925,30.44,0.305,1,1,0.435,3
0.402,0.489,0.83,2.798,27.96,0.694,1,4,0.232,1
0.514,0.566,0.646,1.38,26.13,0.409,1,4,0.799,3
0.124,0.353,0.364,5.081,27.51,0.519,1,4,0.15,0
0.58,0.491,0.501,2.097,26.43,0.29,1,0,0.63,5
0.477,0.1,0.905,1.854,30.32,0.482,1,2,0.611,2
0.149,0.233,0.632,4.635,28.25,0.652,0,0,0.304,0
0.624,0.259,0.398,5.412,30.2,0.241,0,0,0.429,4
0.653,0.337,0.12,3.903,29.29,0.746,1,3,0.117,0
0.137,0.605,0.294,3.737,31.38,0.171,0,4,0.026,0
0.266,0.57,0.978,2.301,33.24,0.735,0,0,0.013,4
0.584,0.096,0.437,0.896,30.79,0.023,0,1,0.174,6
0.549,0.121,0.472,1.701,26.62,0.434,1,2,0.867,0
0.211,0.239,0.499,3.547,26.18,0.788,1,1,0.523,5
0.226,0.196,0.884,1.511,28.13,0.488,1,4,0.117,1
0.322,0.403,0.604,4.954,30.25,0.444,1,3,0.905,6
0.391,0.588,0.694,1.684,26.45,0.546,0,1,0.569,0
0.471,0.626,0.389,3.254,29.28,0.231,1,1,0.028,6
0.321,0.428,0.029,3.206,34.87,0.043,0,0,0.763,6
0.378,0.546,0.931,3.639,26.9,0.201,1,1,0.473,5
0.548,0.346,0.949,2.339,35.49,0.141,1,3,0.533,4
0.122,0.143,0.949,4.906,34.57,0.739,1,1,0.613,0
0.251,0.346,0.944,2.888,34.32,0.682,0,1,0.094,4
0.528,0.365,0.815,4.091,34.64,0.254,1,4,0.948,6
0.637,0.485,0.685,3.789,26.8,0.669,0,3,0.255,3
0.407,0.151,0.845,1.351,27.51,0.169,1,1,0.622,4
0.419,0.246,0.601,3.726,27.34,0.16,0,4,0.856,6
0.164,0.243,0.134,3.388,27.11,0.614,1,2,0.332,2
0.368,0.624,0.391,5.023,29.28,0.262,0,1,0.628,1
0.42,0.294,0.971,4.94,34.3,0.052,1,1,0.989,0
0.245,0.493,0.351,1.509,28.52,0.576,1,4,0.852,6
0.262,0.491,0.868,1.184,28.44,0.792,1,4,0.779,1
0.326,0.18,0.093,2.185,32.76,0.453,1,4,0.439,5
0.112,0.376,0.334,5.437,26.97,0.211,1,1,0.451,0
0.293,0.582,0.351,0.901,29.6,0.298,1,0,0.486,5
0.227,0.314,0.052,3.963,28.95,0.519,0,0,0.69,5
0.296,0.615,0.119,3.66,34.47,0.561,0,4,0.144,3
0.172,0.147,0.193,3.839,31.15,0.709,1,0,0.861,6
0.634,0.057,0.838,1.826,32.46,0.727,0,2,0.018,1
0.456,0.581,0.063,1.866,27.29,0.689,0,0,0.17,6
0.507,0.553,0.299,2.824,35.29,0.519,1,0,0.482,0
0.574,0.645,0.01,1.251,29.22,0.36,0,1,0.252,3
0.399,0.445,0.696,1.151,33.07,0.543,1,0,0.366,2
0.152,0.609,0.62,1.215,35.55,0.533,1,4,0.333,6
0.422,0.539,0.645,3.493,31.09,0.174,0,1,0.269,5
0.452,0.55,0.374,2.669,31.08,0.406,1,0,0.38,0
0.547,0.374,0.208,2.18,27.17,0.167,0,2,0.505,3
0.359,0.255,0.72,2.284,29.9,0.719,1,1,0.476,5
0.177,0.608,0.811,1.774,34.52,0.259,0,1,0.812,2
0.27,0.287,0.139,2.734,27.35,0.644,1,1,0.308,2
0.318,0.355,0.487,1.754,35.18,0.302,1,0,0.282,2
0.488,0.296,0.249,4.081,32.67,0.611,0,4,0.504,0
0.442,0.371,0.168,1.382,30.21,0.177,0,3,0.048,3
0.314,0.311,0.734,5.257,31.46,0.611,1,3,0.112,0
0.692,0.041,0.538,1.222,27.5,0.144,1,3,0.803,4
0.463,0.575,0.216,5.234,28.17,0.393,1,0,0.494,5
0.242,0.294,0.31,4.716,28.86,0.091,1,2,0.067,1
0.161,0.387,0.967,3.999,29.85,0.422,0,1,0.44,3
0.192,0.099,0.849,5.088,35.16,0.657,0,1,0.398,5
0.248,0.012,0.88,1.454,29.68,0.604,0,4,0.246,5
0.196,0.167,0.46,1.629,31.24,0.041,1,1,0.372,3
0.212,0.461,0.624,1.985,27.62,0.394,0,4,0.188,0
0.271,0.073,0.377,1.951,33.36,0.682,0,0,0.449,4
0.204,0.592,0.078,2.261,31.6,0.52,1,3,0.409,3
0.638,0.148,0.401,3.505,30.4,0.047,0,4,0.608,6
0.148,0.141,0.594,0.932,35.47,0.261,1,4,0.942,4
0.415,0.126,0.287,2.597,34.91,0.445,0,1,0.185,1
0.346,0.019,0.848,1.958,32.6,0.138,1,0,0.417,3
0.689,0.504,0.151,3.651,35.22,0.546,1,3,0.562,5
0.167,0.57,0.367,5.43,31.65,0.508,0,0,0.547,5
0.339,0.403,0.125,3.233,34.27,0.162,1,3,0.661,4
0.682,0.13,0.405,2.801,30.09,0.44,1,2,0.268,4
0.619,0.193,0.04,2.531,26.87,0.649,1,0,0.635,4
0.59,0.315,0.273,4.489,35.94,0.3,0,2,0.201,4
0.255,0.621,0.401,1.138,27.66,0.198,0,3,0.125,5
0.203,0.168,0.478,5.311,28.52,0.561,1,4,0.832,0
0.501,0.478,0.544,2.764,27.63,0.057,1,2,0.474,6
0.658,0.291,0.275,2.274,29.37,0.666,1,3,0.397,3
0.434,0.201,0.523,5.378,28.89,0.755,1,3,0.929,6
0.443,0.302,0.509,5.199,32.01,0.772,1,2,0.71,0
0.268,0.056,0.316,3.817,35.96,0.346,0,0,0.677,6
0.562,0.521,0.83,0.887,26.53,0.499,1,4,0.194,4
0.212,0.166,0.546,4.318,33.78,0.686,1,3,0.209,2
0.294,0.474,0.332,2.377,27.28,0.179,1,0,0.483,3
0.355,0.054,0.947,2.625,26.2,0.022,1,3,0.652,0
0.405,0.621,0.845,1.546,32.39,0.308,0,3,0.395,4
0.245,0.134,0.983,3.26,34.73,0.707,0,3,0.064,4
0.169,0.575,0.692,4.299,27.76,0.404,0,0,0.683,3
0.466,0.528,0.378,2.083,29.42,0.424,1,1,0.774,1
0.273,0.629,0.281,5.212,27.69,0.553,1,4,0.944,6
0.449,0.316,0.663,1.715,35.07,0.46,1,4,0.409,6
0.193,0.476,0.981,1.111,28.7,0.044,1,1,0.258,3
0.389,0.247,0.627,3.829,30.45,0.449,0,3,0.926,0
0.42,0.128,0.882,4.792,34.95,0.518,1,1,0.715,1
0.131,0.294,0.329,5.28,31.53,0.513,0,2,0.064,3
0.302,0.116,0.407,4.406,35.33,0.583,1,2,0.58,5
0.181,0.639,0.906,1.738,35.26,0.416,0,0,0.029,3
0.138,0.072,0.757,5.395,30.62,0.72,0,0,0.227,3
0.694,0.387,0.981,5.121,31.82,0.371,0,2,0.071,5
0.293,0.411,0.775,1.567,28.3,0.415,0,1,0.205,5
0.586,0.354,0.449,3.426,35.91,0.624,0,0,0.49,2
0.253,0.434,0.531,3.411,28.78,0.667,1,1,0.299,5
0.509,0.084,0.901,2.88,33.83,0.519,1,0,0.088,6
0.556,0.365,0.552,5.426,29.13,0.101,0,4,0.482,3
0.457,0.194,0.255,1.08,29.13,0.266,0,1,0.708,0
0.383,0.612,0.436,3.748,27.04,0.016,1,2,0.053,4
0.347,0.498,0.516,1.765,31.6,0.236,0,2,0.882,0
0.309,0.632,0.097,3.278,28.45,0.456,1,0,0.653,3
0.658,0.034,0.744,4.465,27.48,0.644,0,1,0.519,1
0.598,0.192,0.109,1.96,28.27,0.469,1,3,0.396,2
0.679,0.135,0.405,2.649,28.51,0.032,0,2,0.393,2
0.175,0.017,0.805,5.269,31.04,0.207,1,2,0.336,5
0.539,0.165,0.468,4.379,29.86,0.462,1,1,0.116,2
0.663,0.444,0.842,3.492,26.75,0.567,0,1,0.079,5
0.209,0.158,0.342,1.843,31.36,0.693,1,0,0.309,1
0.14,0.336,0.958,2.799,33.88,0.774,0,3,0.667,1
0.545,0.578,0.209,4.438,31.74,0.713,1,2,0.288,6
0.445,0.454,0.038,4.657,35.75,0.374,1,1,0.812,1
0.605,0.263,0.872,1.95,26.99,0.598,1,2,0.38,1
0.184,0.248,0.752,3.912,34.21,0.192,0,3,0.631,0
0.577,0.302,0.232,1.247,31.06,0.051,0,4,0.432,4
0.221,0.123,0.985,0.909,31.22,0.044,0,4,0.498,1
0.198,0.416,0.502,3.379,31.19,0.193,1,3,0.25,5
0.199,0.243,0.951,1.855,29.25,0.03,0,1,0.514,4
0.589,0.556,0.505,1.171,29.25,0.68,1,4,0.111,3
0.499,0.494,0.472,4.23,32.32,0.392,0,1,0.387,4
0.414,0.401,0.449,3.14,26.45,0.649,1,0,0.448,3
0.315,0.243,0.335,4.543,31.89,0.752,0,2,0.704,2
0.626,0.144,0.534,3.921,33.25,0.795,0,0,0.4,3
0.335,0.507,0.453,4.23,29.56,0.75,1,4,0.665,6
0.59,0.321,0.037,2.245,28.17,0.573,0,4,0.175,0
0.363,0.154,0.26,2.037,28.13,0.354,0,1,0.025,3
0.326,0.135,0.213,3.624,26.82,0.478,0,4,0.506,2
0.378,0.116,0.867,1.74,26.9,0.653,1,1,0.474,6
0.281,0.507,0.599,4.632,27.67,0.718,1,3,0.67,2
0.549,0.157,0.764,3.258,26.19,0.765,0,4,0.314,5
0.402,0.347,0.957,1.867,28.66,0.584,0,3,0.03,4
0.239,0.299,0.644,3.738,29.06,0.432,1,3,0.724,6
0.64,0.381,0.983,5.242,35.95,0.775,1,2,0.942,4
0.33,0.571,0.312,1.186,35.92,0.767,1,1,0.394,5
0.426,0.565,0.186,1.314,27.87,0.382,1,3,0.611,2
0.644,0.299,0.403,4.766,28.13,0.519,1,2,0.545,3
0.475,0.02,0.471,1.315,30.92,0.647,1,4,0.566,5
0.17,0.283,0.895,0.985,27.49,0.346,0,4,0.867,3
0.664,0.398,0.56,2.435,31.04,0.664,1,3,0.736,1
0.477,0.367,0.292,2.994,29.99,0.089,1,4,0.77,6
0.301,0.427,0.743,3.476,29.25,0.385,0,1,0.09,5
0.184,0.109,0.506,3.184,34.23,0.386,0,4,0.147,0
0.576,0.424,0.162,5.092,34.28,0.548,1,0,0.663,3
0.472,0.127,0.577,4.413,35.88,0.093,0,4,0.54,5
0.42,0.49,0.911,5.424,28.23,0.083,1,3,0.774,5
0.636,0.227,0.843,3.039,34.88,0.72,0,2,0.093,2
0.573,0.464,0.587,1.196,31.38,0.243,0,1,0.566,0
0.191,0.041,0.377,5.291,31.91,0.262,0,1,0.486,4
0.287,0.271,0.087,0.819,34.96,0.621,0,2,0.855,2
0.249,0.461,0.47,4.448,35.43,0.332,1,1,0.187,2
0.546,0.155,0.752,0.947,33.27,0.666,0,3,0.349,6
0.12,0.519,0.36,4.378,29.48,0.321,0,3,0.15,4
0.442,0.414,0.235,5.208,30.9,0.608,0,2,0.452,6
0.557,0.386,0.931,2.63,32.15,0.42,1,3,0.881,3
0.626,0.236,0.822,1.933,34.29,0.749,0,0,0.67,6
0.305,0.319,0.638,1.864,32.58,0.262,1,3,0.744,4
0.593,0.392,0.137,3.111,29.65,0.29,1,1,0.093,2
0.166,0.312,0.145,1.603,30.18,0.776,0,2,0.452,6
0.608,0.457,0.103,3.963,26.5,0.59,0,0,0.839,3
0.176,0.288,0.616,2.531,35.24,0.618,1,3,0.837,5
0.338,0.139,0.116,2.319,26.88,0.237,1,0,0.988,5
0.578,0.147,0.843,2.968,31.8,0.426,0,4,0.526,4
0.19,0.014,0.993,3.35,34.72,0.251,1,4,0.002,3
0.238,0.203,0.366,1.467,30.21,0.208,0,0,0.899,5
0.533,0.489,0.454,4.126,34.0,0.428,0,4,0.956,6
0.532,0.518,0.712,4.95,34.04,0.79,0,4,0.928,0
0.485,0.14,0.937,2.107,26.6,0.172,1,4,0.772,6
0.516,0.624,0.894,1.648,30.12,0.194,0,2,0.212,3
0.426,0.332,0.058,4.374,32.91,0.195,0,2,0.139,5
0.251,0.597,0.169,1.663,30.22,0.633,0,4,0.701,5
0.307,0.462,0.755,0.994,31.45,0.408,0,1,0.14,5
0.209,0.472,0.689,3.71,31.94,0.308,0,4,0.953,2
0.645,0.064,0.133,1.927,27.51,0.675,0,4,0.446,4
0.45,0.151,0.502,1.608,30.12,0.238,0,4,0.031,3
0.341,0.016,0.781,5.414,26.28,0.314,0,1,0.151,6
0.377,0.468,0.219,2.172,27.5,0.059,1,1,0.29,1
0.668,0.23,0.871,5.046,31.12,0.095,1,4,0.704,4
0.192,0.513,0.053,1.638,31.74,0.109,1,3,0.737,6
0.452,0.227,0.782,4.649,27.46,0.278,0,0,0.213,4
0.404,0.534,0.616,3.159,33.56,0.419,1,2,0.649,6
0.467,0.094,0.315,1.169,29.73,0.001,0,0,0.032,1
0.111,0.121,0.721,4.248,35.21,0.152,1,2,0.103,3
0.623,0.228,0.782,4.993,29.88,0.141,1,0,0.535,0
0.659,0.271,0.934,1.566,27.5,0.203,0,1,0.704,2
0.439,0.233,0.368,4.21,33.58,0.133,1,4,0.914,0
0.518,0.499,0.686,2.892,31.68,0.156,1,2,0.438,2
0.653,0.072,0.603,4.343,29.87,0.787,0,4,0.12,2
0.524,0.235,0.525,4.155,29.56,0.476,1,4,0.929,4
0.192,0.546,0.89,0.925,27.51,0.61,1,1,0.437,2
0.446,0.053,0.003,1.64,29.41,0.655,0,2,0.497,4
0.464,0.613,0.282,3.014,26.29,0.534,1,3,0.854,1
0.354,0.641,0.538,5.188,31.02,0.563,0,1,0.586,6
0.542,0.067,0.178,2.408,34.97,0.506,1,4,0.301,2
0.661,0.196,0.908,3.756,33.95,0.519,1,2,0.541,1
0.655,0.248,0.648,0.857,26.29,0.743,1,1,0.625,0
0.371,0.507,0.478,4.142,34.81,0.149,0,1,0.89,6
0.168,0.391,0.815,3.634,30.52,0.22,0,3,0.235,4
0.691,0.422,0.451,4.162,27.91,0.075,1,0,0.559,4
0.603,0.495,0.559,5.052,33.52,0.67,1,2,0.92,3
0.175,0.086,0.003,1.489,29.23,0.359,0,2,0.045,2
0.653,0.543,0.366,2.029,28.53,0.726,1,2,0.195,3
0.622,0.462,0.139,5.48,27.61,0.329,0,2,0.346,6
0.411,0.379,0.69,1.535,30.87,0.354,0,0,0.678,3
